NAME,GEO_ID_local,Total Population,Income to Poverty Level: Under 0.50,Income to Poverty Level: 0.50 to 0.99,Income to Poverty Level: 1.00 to 1.24,Income to Poverty Level: 1.25 to 1.49,Total Male 75 to 79 years,Total Male 80 to 84 years,Total Male 85 and older,Total Female 75 to 79 years,Total Female 80 to 84 years,Total Female 85 and older,Total Not Hispanic or Latino,Total Not Hispanic or Latino White alone,Total Hispanic or Latino,Total Hispanic or Latino White alone,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not at all""",state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well,countytract,Percent with a disability,Residents with a disability,poverty_ratio_sum_share_local,over_75_sum_share_local,total_minority_share_local,Total Hispanic or Latino_share_local,do_not_speak_english_very_well_share_local,Residents with a disability_share_local,GEOID,RN_Name,in_RN,GEO_ID_regional,poverty_ratio_sum_share_regional,over_75_sum_share_regional,total_minority_share_regional,Total Hispanic or Latino_share_regional,do_not_speak_english_very_well_share_regional,Residents with a disability_share_regional
"Block Group 1, Census Tract 3207.01, Hanover County, Virginia",510853207011,1167,7,10,18,11,22,17,0,17,12,0,1077,925,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320701,1,46,68,152,90,242,0,85.320701,6.6285472257518006,77.0,0.03941730934018852,0.05826906598114824,0.207369323050557,0.07712082262210797,0.0,0.06598114824335904,510853207011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3207.01, Hanover County, Virginia",510853207012,3555,34,62,0,9,81,0,34,32,43,36,3474,2687,81,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,51,85,320701,2,105,226,787,66,853,23,85.320701,6.6285472257518006,236.0,0.029535864978902954,0.06357243319268635,0.239943741209564,0.02278481012658228,0.006469760900140647,0.06638537271448663,510853207012,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3207.02, Hanover County, Virginia",510853207021,2005,14,63,1,8,52,18,0,31,12,12,2003,1788,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,85,320702,1,86,125,215,2,217,2,85.320702,9.535160905840286,191.0,0.0428927680798005,0.06234413965087282,0.10822942643391521,0.000997506234413965,0.000997506234413965,0.09526184538653366,510853207021,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3207.02, Hanover County, Virginia",510853207022,1351,59,0,0,0,6,7,0,16,17,14,1337,1116,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320702,2,59,60,221,0,221,5,85.320702,9.535160905840286,129.0,0.043671354552183565,0.04441154700222058,0.16358253145817914,0.010362694300518135,0.003700962250185048,0.09548482605477424,510853207022,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3208.01, Hanover County, Virginia",510853208011,2794,63,114,9,5,26,33,11,60,20,15,2771,2201,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320801,1,191,165,570,23,593,0,85.320801,7.7308518253400145,216.0,0.06836077308518253,0.05905511811023622,0.21224051539012168,0.0082319255547602,0.0,0.07730851825340014,510853208011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3208.03, Hanover County, Virginia",510853208031,3773,61,28,29,0,16,8,16,30,16,15,3773,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320803,1,118,101,921,0,921,0,85.320803,3.9816671440847897,150.0,0.03127484760137821,0.02676914921812881,0.24410283593957063,0.0,0.0,0.0397561622051418,510853208031,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3208.03, Hanover County, Virginia",510853208032,1974,28,2,0,10,0,0,9,0,21,2,1974,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,51,85,320803,2,40,32,474,0,474,25,85.320803,3.9816671440847897,79.0,0.020263424518743668,0.016210739614994935,0.24012158054711247,0.0,0.012664640324214792,0.04002026342451875,510853208032,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3208.03, Hanover County, Virginia",510853208033,1235,0,17,20,0,0,10,0,9,0,0,1224,1153,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320803,3,37,19,71,11,82,0,85.320803,3.9816671440847897,49.0,0.029959514170040485,0.015384615384615385,0.06639676113360324,0.008906882591093117,0.0,0.03967611336032389,510853208033,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3208.04, Hanover County, Virginia",510853208041,1767,42,8,0,89,16,19,31,35,7,8,1749,1625,18,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,15,0,0,51,85,320804,1,139,116,124,10,134,31,85.320804,7.085168869309838,125.0,0.07866440294284098,0.06564799094510469,0.07583474816072439,0.010186757215619695,0.017543859649122806,0.07074136955291455,510853208041,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3208.04, Hanover County, Virginia",510853208042,1802,0,127,0,0,0,8,0,7,0,0,1715,1619,87,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320804,2,127,15,96,8,104,0,85.320804,7.085168869309838,128.0,0.07047724750277469,0.008324084350721421,0.05771365149833518,0.04827968923418424,0.0,0.07103218645948946,510853208042,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3208.04, Hanover County, Virginia",510853208043,1879,1,12,45,0,9,0,0,0,30,6,1874,1709,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320804,3,58,45,165,0,165,0,85.320804,7.085168869309838,133.0,0.030867482703565728,0.023948908994145823,0.08781266631186802,0.0026609898882384245,0.0,0.0707823310271421,510853208043,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3208.05, Hanover County, Virginia",510853208051,1652,21,132,0,8,44,0,8,42,16,9,1636,1464,16,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320805,1,161,119,172,12,184,11,85.320805,14.594759293113954,241.0,0.09745762711864407,0.07203389830508475,0.11138014527845036,0.009685230024213076,0.006658595641646489,0.14588377723970944,510853208051,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3208.05, Hanover County, Virginia",510853208052,1630,75,0,0,9,83,0,0,76,17,7,1630,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,51,85,320805,2,84,183,218,0,218,30,85.320805,14.594759293113954,238.0,0.051533742331288344,0.11226993865030675,0.13374233128834356,0.0,0.018404907975460124,0.1460122699386503,510853208052,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3209.01, Hanover County, Virginia",510853209011,1058,27,0,0,0,26,64,0,14,7,60,1058,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320901,1,27,171,94,0,94,0,85.320901,12.959317585301838,137.0,0.02551984877126654,0.16162570888468808,0.0888468809073724,0.0,0.0,0.12948960302457466,510853209011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3209.01, Hanover County, Virginia",510853209012,2536,77,0,0,0,0,24,14,5,16,0,2506,2427,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320901,2,77,59,79,0,79,0,85.320901,12.959317585301838,329.0,0.03036277602523659,0.02326498422712934,0.031151419558359622,0.011829652996845425,0.0,0.12973186119873817,510853209012,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3209.01, Hanover County, Virginia",510853209013,2502,0,26,31,39,40,0,31,76,0,0,2461,2217,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320901,3,96,147,244,0,244,0,85.320901,12.959317585301838,324.0,0.03836930455635491,0.05875299760191847,0.09752198241406874,0.016386890487609912,0.0,0.12949640287769784,510853209013,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3209.02, Hanover County, Virginia",510853209021,1022,52,0,27,0,52,35,0,8,19,0,1022,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320902,1,79,114,97,0,97,0,85.320902,12.670853343184337,129.0,0.07729941291585127,0.11154598825831702,0.0949119373776908,0.0,0.0,0.12622309197651663,510853209021,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3209.02, Hanover County, Virginia",510853209022,1685,16,10,39,0,59,0,17,43,19,17,1663,1649,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,320902,2,65,155,14,0,14,0,85.320902,12.670853343184337,214.0,0.03857566765578635,0.09198813056379822,0.00830860534124629,0.013056379821958458,0.0,0.12700296735905045,510853209022,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3210.01, Hanover County, Virginia",510853210011,685,54,100,0,27,0,0,0,23,0,21,685,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321001,1,181,44,193,0,193,0,85.321001,21.201516477107027,145.0,0.26423357664233577,0.06423357664233577,0.28175182481751826,0.0,0.0,0.2116788321167883,510853210011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3210.01, Hanover County, Virginia",510853210012,803,22,0,8,0,0,0,0,0,8,0,803,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321001,2,30,8,20,0,20,0,85.321001,21.201516477107027,170.0,0.037359900373599,0.009962640099626401,0.024906600249066,0.0,0.0,0.21170610211706103,510853210012,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3210.01, Hanover County, Virginia",510853210013,1941,29,120,231,117,53,48,59,110,62,317,1900,1741,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321001,3,497,649,159,0,159,0,85.321001,21.201516477107027,412.0,0.256053580628542,0.3343637300360639,0.08191653786707882,0.0211231324059763,0.0,0.21226172076249356,510853210013,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3210.03, Hanover County, Virginia",510853210031,2805,20,113,5,0,34,0,0,19,45,0,2803,2079,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321003,1,138,98,724,2,726,0,85.321003,12.905525846702318,362.0,0.04919786096256684,0.03493761140819964,0.25882352941176473,0.00071301247771836,0.0,0.12905525846702318,510853210031,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3210.04, Hanover County, Virginia",510853210041,1089,0,25,0,0,10,0,13,20,17,0,1019,1019,70,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321004,1,25,60,0,70,70,13,85.321004,9.052363790544838,99.0,0.02295684113865932,0.05509641873278237,0.0642791551882461,0.0642791551882461,0.011937557392102846,0.09090909090909091,510853210041,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3210.04, Hanover County, Virginia",510853210042,1615,0,0,12,0,0,15,13,28,61,24,1562,1196,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321004,2,12,141,366,53,419,0,85.321004,9.052363790544838,146.0,0.007430340557275541,0.08730650154798762,0.2594427244582043,0.03281733746130031,0.0,0.09040247678018576,510853210042,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3210.04, Hanover County, Virginia",510853210043,2013,44,0,0,13,13,0,13,20,26,12,1930,1665,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,51,85,321004,3,57,84,265,0,265,36,85.321004,9.052363790544838,182.0,0.028315946348733235,0.041728763040238454,0.13164431197218082,0.04123199205166418,0.01788375558867362,0.09041231992051664,510853210043,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3211, Hanover County, Virginia",510853211001,2334,37,4,210,242,27,24,216,154,93,72,2334,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321100,1,493,586,91,0,91,0,85.321100,15.75780368559609,368.0,0.21122536418166238,0.25107112253641817,0.03898886032562125,0.0,0.0,0.15766923736075408,510853211001,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3211, Hanover County, Virginia",510853211002,975,95,0,80,0,0,0,0,41,15,14,975,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321100,2,175,70,148,0,148,0,85.321100,15.75780368559609,154.0,0.1794871794871795,0.07179487179487179,0.1517948717948718,0.0,0.0,0.15794871794871795,510853211002,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3211, Hanover County, Virginia",510853211003,2009,1,43,15,66,56,12,32,32,0,0,1990,1877,19,19,0,0,0,0,7,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,51,85,321100,3,125,132,113,0,113,31,85.321100,15.75780368559609,317.0,0.06222000995520159,0.06570433051269288,0.05624688899950224,0.009457441513190641,0.015430562468889995,0.15778994524639123,510853211003,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3212.01, Hanover County, Virginia",510853212011,1442,0,61,115,50,24,0,25,47,31,9,1382,1078,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321201,1,226,136,304,0,304,0,85.321201,12.437594964184937,179.0,0.15672676837725383,0.09431345353675451,0.21081830790568654,0.04160887656033287,0.0,0.12413314840499307,510853212011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3212.01, Hanover County, Virginia",510853212012,1848,17,48,41,38,44,18,15,75,0,2,1733,1597,115,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321201,2,144,154,136,103,239,0,85.321201,12.437594964184937,230.0,0.07792207792207792,0.08333333333333333,0.12932900432900432,0.06222943722943723,0.0,0.12445887445887446,510853212012,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3212.01, Hanover County, Virginia",510853212013,1317,211,0,30,13,33,8,0,40,30,0,1317,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321201,3,254,111,57,0,57,0,85.321201,12.437594964184937,164.0,0.19286256643887623,0.08428246013667426,0.04328018223234624,0.0,0.0,0.12452543659832954,510853212013,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3212.02, Hanover County, Virginia",510853212021,1014,8,0,45,36,6,8,0,0,0,0,986,851,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321202,1,89,14,135,28,163,0,85.321202,13.911195087387812,141.0,0.08777120315581854,0.013806706114398421,0.16074950690335305,0.027613412228796843,0.0,0.1390532544378698,510853212021,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3212.02, Hanover County, Virginia",510853212022,642,80,12,0,0,17,0,0,24,0,22,610,564,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321202,2,92,63,46,0,46,0,85.321202,13.911195087387812,89.0,0.14330218068535824,0.09813084112149532,0.07165109034267912,0.04984423676012461,0.0,0.13862928348909656,510853212022,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3212.02, Hanover County, Virginia",510853212023,2578,50,391,27,439,0,0,0,14,16,28,2476,1669,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,11,0,0,0,8,0,0,0,51,85,321202,3,907,58,807,102,909,58,85.321202,13.911195087387812,359.0,0.3518231186966641,0.022498060512024826,0.3525989138867339,0.0395655546935609,0.022498060512024826,0.13925523661753297,510853212023,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3213, Hanover County, Virginia",510853213001,2392,210,0,128,106,15,0,0,0,0,31,2343,1158,49,35,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,21,0,0,0,51,85,321300,1,444,46,1185,14,1199,41,85.321300,6.6788099574984825,160.0,0.18561872909698995,0.019230769230769232,0.5012541806020067,0.02048494983277592,0.017140468227424748,0.06688963210702341,510853213001,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3213, Hanover County, Virginia",510853213002,1070,22,114,0,0,0,16,0,0,0,0,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321300,2,136,16,0,0,0,0,85.321300,6.6788099574984825,71.0,0.12710280373831775,0.014953271028037384,0.0,0.0,0.0,0.06635514018691589,510853213002,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 3, Census Tract 3213, Hanover County, Virginia",510853213003,1917,34,18,52,0,30,20,14,17,0,15,1917,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321300,3,104,96,270,0,270,0,85.321300,6.6788099574984825,128.0,0.05425143453312467,0.050078247261345854,0.14084507042253522,0.0,0.0,0.06677099634846113,510853213003,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 4, Census Tract 3213, Hanover County, Virginia",510853213004,1209,19,0,0,0,30,16,14,32,42,37,1209,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321300,4,19,171,189,0,189,0,85.321300,6.6788099574984825,81.0,0.015715467328370553,0.141439205955335,0.15632754342431762,0.0,0.0,0.06699751861042183,510853213004,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3214.01, Hanover County, Virginia",510853214011,2828,56,24,52,432,101,31,9,48,11,9,2726,2559,102,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321401,1,564,209,167,96,263,2,85.321401,7.991513437057991,226.0,0.19943422913719944,0.0739038189533239,0.092998585572843,0.03606789250353607,0.0007072135785007072,0.07991513437057991,510853214011,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3214.02, Hanover County, Virginia",510853214021,2078,0,67,148,53,38,0,0,12,3,20,2057,1946,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321402,1,268,73,111,21,132,0,85.321402,11.830742659758203,246.0,0.1289701636188643,0.03512993262752647,0.06352261790182868,0.01010587102983638,0.0,0.11838306063522618,510853214021,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 3214.02, Hanover County, Virginia",510853214022,1396,15,4,0,0,39,17,0,66,21,12,1396,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321402,2,19,155,92,0,92,0,85.321402,11.830742659758203,165.0,0.013610315186246419,0.11103151862464183,0.0659025787965616,0.0,0.0,0.11819484240687679,510853214022,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 3214.03, Hanover County, Virginia",510853214031,3043,29,35,0,99,14,4,0,22,14,41,2952,2566,91,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,321403,1,163,95,386,81,467,7,85.321403,14.689451199474204,447.0,0.053565560302333226,0.031219191587249426,0.1534669733815314,0.029904699309891553,0.0023003614853762734,0.14689451199474204,510853214031,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 1, Census Tract 2001.06, Henrico County, Virginia",510872001061,942,0,26,0,233,5,0,0,26,0,10,877,619,65,65,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,51,87,200106,1,259,41,258,0,258,14,87.200106,16.866004459760795,159.0,0.2749469214437367,0.0435244161358811,0.27388535031847133,0.06900212314225053,0.014861995753715499,0.16878980891719744,510872001061,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
"Block Group 2, Census Tract 2001.06, Henrico County, Virginia",510872001062,2205,288,103,198,85,8,30,6,26,6,12,1846,1177,359,17,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,34,0,15,34,0,0,0,51,87,200106,2,674,88,669,342,1011,116,87.200106,16.866004459760795,372.0,0.3056689342403628,0.039909297052154194,0.45850340136054424,0.16281179138321997,0.052607709750566896,0.16870748299319727,510872001062,Richmond Region,1,513228210680.9652,0.18688914883801624,0.06344002597131497,0.4284116768181595,0.05516065403864992,0.018234841831281795,0.12529548536302187
