NAME,GEO_ID_local,Total Population,Income to Poverty Level: Under 0.50,Income to Poverty Level: 0.50 to 0.99,Income to Poverty Level: 1.00 to 1.24,Income to Poverty Level: 1.25 to 1.49,Total Male 75 to 79 years,Total Male 80 to 84 years,Total Male 85 and older,Total Female 75 to 79 years,Total Female 80 to 84 years,Total Female 85 and older,Total Not Hispanic or Latino,Total Not Hispanic or Latino White alone,Total Hispanic or Latino,Total Hispanic or Latino White alone,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not at all""",state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well,countytract,Percent with a disability,Residents with a disability,poverty_ratio_sum_share_local,over_75_sum_share_local,total_minority_share_local,Total Hispanic or Latino_share_local,do_not_speak_english_very_well_share_local,Residents with a disability_share_local,GEOID,RN_Name,in_RN,GEO_ID_regional,poverty_ratio_sum_share_regional,over_75_sum_share_regional,total_minority_share_regional,Total Hispanic or Latino_share_regional,do_not_speak_english_very_well_share_regional,Residents with a disability_share_regional
"Block Group 2, Census Tract 9012.33, Prince William County, Virginia",511539012332,1639,0,64,0,0,46,0,21,31,12,0,1441,1229,198,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,51,153,901233,2,64,110,212,180,392,16,153.901233,7.5609400087578456,124.0,0.039048200122025624,0.06711409395973154,0.23917022574740696,0.12080536912751678,0.009762050030506406,0.07565588773642465,511539012332,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9012.33, Prince William County, Virginia",511539012333,2121,27,182,0,298,12,0,0,0,0,0,1680,1276,441,293,0,0,0,0,0,0,0,0,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901233,3,507,12,404,148,552,78,153.901233,7.5609400087578456,160.0,0.23903818953323905,0.005657708628005658,0.26025459688826025,0.2079207920792079,0.036775106082036775,0.07543611504007544,511539012333,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9012.33, Prince William County, Virginia",511539012334,1193,0,0,0,0,0,0,0,0,0,0,1193,1004,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901233,4,0,0,189,0,189,11,153.901233,7.5609400087578456,90.0,0.0,0.0,0.1584241408214585,0.0,0.009220452640402346,0.07544006705783739,511539012334,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9012.34, Prince William County, Virginia",511539012341,1952,2,16,1,5,36,17,0,40,0,6,1725,1197,227,129,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,51,153,901234,1,24,99,528,98,626,46,153.901234,8.076165462902168,158.0,0.012295081967213115,0.0507172131147541,0.3206967213114754,0.11629098360655737,0.0235655737704918,0.08094262295081968,511539012341,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9012.34, Prince William County, Virginia",511539012342,1094,14,18,18,19,10,6,0,9,0,11,950,746,144,32,5,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901234,2,69,36,204,112,316,36,153.901234,8.076165462902168,88.0,0.06307129798903108,0.03290676416819013,0.28884826325411334,0.1316270566727605,0.03290676416819013,0.08043875685557587,511539012342,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9012.35, Prince William County, Virginia",511539012351,1714,0,0,0,0,0,12,0,0,11,0,1658,1210,56,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901235,1,0,23,448,19,467,17,153.901235,11.144081767227169,191.0,0.0,0.013418903150525088,0.2724620770128355,0.03267211201866978,0.009918319719953326,0.11143523920653442,511539012351,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9012.35, Prince William County, Virginia",511539012352,1319,28,0,88,8,18,0,0,12,0,0,1296,674,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,0,0,0,0,0,0,51,153,901235,2,124,30,622,23,645,36,153.901235,11.144081767227169,147.0,0.09401061410159212,0.022744503411675512,0.4890068233510235,0.017437452615617893,0.027293404094010616,0.11144806671721001,511539012352,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9012.36, Prince William County, Virginia",511539012361,1219,11,0,0,0,10,8,0,7,0,0,1104,717,115,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901236,1,11,25,387,37,424,0,153.901236,4.97443049744305,61.0,0.009023789991796555,0.020508613617719443,0.34782608695652173,0.09433962264150944,0.0,0.05004101722723544,511539012361,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9012.36, Prince William County, Virginia",511539012362,2043,49,132,50,0,8,13,0,10,0,3,1825,761,218,87,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,20,0,0,0,0,0,0,0,51,153,901236,2,231,34,1064,131,1195,43,153.901236,4.97443049744305,102.0,0.1130690161527166,0.016642192853646598,0.5849241311796378,0.10670582476749878,0.021047479197258932,0.049926578560939794,511539012362,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9012.36, Prince William County, Virginia",511539012363,2192,81,0,0,0,21,0,0,20,0,0,1863,895,329,83,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,51,153,901236,3,81,41,968,246,1214,6,153.901236,4.97443049744305,109.0,0.03695255474452555,0.018704379562043797,0.5538321167883211,0.1500912408759124,0.002737226277372263,0.049726277372262775,511539012363,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9012.36, Prince William County, Virginia",511539012364,999,0,0,0,0,17,0,14,7,0,0,952,658,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901236,4,0,38,294,47,341,0,153.901236,4.97443049744305,50.0,0.0,0.03803803803803804,0.34134134134134136,0.04704704704704705,0.0,0.05005005005005005,511539012364,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9012.37, Prince William County, Virginia",511539012371,1201,0,132,43,0,10,23,0,50,0,0,990,617,211,131,0,0,0,0,0,0,0,0,21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901237,1,175,83,373,80,453,61,153.901237,9.194312796208532,110.0,0.14571190674437967,0.06910907577019151,0.3771856786011657,0.17568692756036636,0.0507910074937552,0.09159034138218151,511539012371,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9012.37, Prince William County, Virginia",511539012372,1964,8,130,186,0,0,0,0,2,0,0,1620,651,344,153,0,0,4,0,16,0,0,0,1,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,51,153,901237,2,324,2,969,191,1160,46,153.901237,9.194312796208532,181.0,0.164969450101833,0.0010183299389002036,0.5906313645621182,0.17515274949083504,0.023421588594704685,0.09215885947046844,511539012372,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9013.03, Prince William County, Virginia",511539013031,1315,26,0,0,0,9,0,6,0,0,0,1281,701,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,36,0,51,153,901303,1,26,15,580,0,580,56,153.901303,5.574700993310358,73.0,0.01977186311787072,0.011406844106463879,0.44106463878326996,0.02585551330798479,0.04258555133079848,0.05551330798479087,511539013031,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9013.03, Prince William County, Virginia",511539013032,784,0,0,0,0,0,0,0,0,0,0,685,592,99,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901303,2,0,0,93,69,162,0,153.901303,5.574700993310358,44.0,0.0,0.0,0.2066326530612245,0.12627551020408162,0.0,0.05612244897959184,511539013032,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9013.03, Prince William County, Virginia",511539013033,2834,63,0,0,0,0,8,0,18,0,0,1892,1456,942,297,0,0,0,0,0,0,0,0,103,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,51,153,901303,3,63,26,436,645,1081,114,153.901303,5.574700993310358,158.0,0.022230063514467185,0.009174311926605505,0.381439661256175,0.3323923782639379,0.04022582921665491,0.05575158786167961,511539013033,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9013.04, Prince William County, Virginia",511539013041,2094,48,36,62,0,11,5,3,28,6,11,1707,1473,387,328,0,0,0,0,0,0,0,0,70,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,51,153,901304,1,146,64,234,59,293,95,153.901304,9.548221723806472,200.0,0.06972301814708691,0.030563514804202482,0.1399235912129895,0.18481375358166188,0.04536771728748806,0.09551098376313276,511539013041,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9013.04, Prince William County, Virginia",511539013042,1027,0,52,8,0,22,0,10,19,4,0,802,503,225,52,0,0,0,0,0,0,0,0,7,0,5,0,6,0,0,0,0,0,0,0,28,0,0,0,51,153,901304,2,60,55,299,173,472,46,153.901304,9.548221723806472,98.0,0.05842259006815969,0.053554040895813046,0.4595910418695229,0.21908471275559882,0.044790652385589096,0.09542356377799416,511539013042,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9013.05, Prince William County, Virginia",511539013051,1710,0,0,0,0,5,20,0,24,6,0,1452,1254,258,171,0,0,0,0,0,0,0,0,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901305,1,0,55,198,87,285,58,153.901305,8.58695652173913,147.0,0.0,0.03216374269005848,0.16666666666666666,0.15087719298245614,0.03391812865497076,0.08596491228070176,511539013051,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9013.05, Prince William County, Virginia",511539013052,1970,30,69,45,0,22,0,0,21,0,47,1619,1407,351,23,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901305,2,144,90,212,328,540,24,153.901305,8.58695652173913,169.0,0.07309644670050762,0.04568527918781726,0.27411167512690354,0.17817258883248732,0.012182741116751269,0.08578680203045685,511539013052,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9013.06, Prince William County, Virginia",511539013061,1440,0,0,7,0,15,0,0,36,29,11,1161,1027,279,227,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,153,901306,1,7,91,134,52,186,8,153.901306,7.538928978351691,109.0,0.004861111111111111,0.06319444444444444,0.12916666666666668,0.19375,0.005555555555555556,0.07569444444444444,511539013061,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9013.06, Prince William County, Virginia",511539013062,804,0,0,0,35,8,0,0,7,0,0,732,569,72,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901306,2,35,15,163,30,193,0,153.901306,7.538928978351691,61.0,0.043532338308457715,0.018656716417910446,0.24004975124378108,0.08955223880597014,0.0,0.07587064676616916,511539013062,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9013.06, Prince William County, Virginia",511539013063,1630,58,0,20,0,29,0,0,18,0,0,1448,1205,182,18,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901306,3,78,47,243,164,407,43,153.901306,7.538928978351691,123.0,0.04785276073619632,0.02883435582822086,0.24969325153374233,0.1116564417177914,0.02638036809815951,0.0754601226993865,511539013063,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9013.06, Prince William County, Virginia",511539013064,1392,9,31,57,19,38,0,9,9,7,1,1217,1010,175,125,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29,0,0,0,0,0,0,0,51,153,901306,4,116,64,207,50,257,36,153.901306,7.538928978351691,105.0,0.08333333333333333,0.04597701149425287,0.1846264367816092,0.1257183908045977,0.02586206896551724,0.07543103448275862,511539013064,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9014.03, Prince William County, Virginia",511539014031,3156,526,119,195,0,29,14,130,53,6,84,1347,642,1809,1491,0,70,0,0,0,0,0,0,111,105,0,4,0,0,33,0,47,0,0,0,0,179,0,17,51,153,901403,1,840,316,705,318,1023,566,153.901403,8.459135866736075,267.0,0.2661596958174905,0.10012674271229405,0.32414448669201523,0.5731939163498099,0.17934093789607097,0.08460076045627377,511539014031,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9014.03, Prince William County, Virginia",511539014032,1587,0,17,52,0,0,0,0,0,0,0,1533,618,54,16,0,0,0,0,0,0,0,0,0,0,41,0,213,0,0,0,0,0,0,0,0,0,0,0,51,153,901403,2,69,0,915,38,953,254,153.901403,8.459135866736075,134.0,0.043478260869565216,0.0,0.6005040957781979,0.034026465028355386,0.1600504095778198,0.08443604284814114,511539014032,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9014.03, Prince William County, Virginia",511539014033,1089,127,98,127,173,20,12,0,27,24,0,471,282,618,607,0,0,0,0,0,0,0,0,94,186,0,0,0,0,0,0,0,0,0,0,58,13,0,0,51,153,901403,3,525,83,189,11,200,351,153.901403,8.459135866736075,92.0,0.4820936639118457,0.07621671258034894,0.18365472910927455,0.5674931129476584,0.32231404958677684,0.0844811753902663,511539014033,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9014.03, Prince William County, Virginia",511539014034,1852,17,44,0,0,0,0,0,0,0,0,1082,449,770,222,0,0,0,0,0,0,0,0,61,155,11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901403,4,61,0,633,548,1181,227,153.901403,8.459135866736075,157.0,0.032937365010799136,0.0,0.6376889848812095,0.41576673866090713,0.12257019438444924,0.0847732181425486,511539014034,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9014.07, Prince William County, Virginia",511539014071,2189,179,356,121,30,30,9,0,0,0,0,1070,332,1119,787,96,17,0,0,10,0,0,0,256,238,7,7,8,0,0,0,0,0,0,0,0,0,0,0,51,153,901407,1,686,39,738,332,1070,639,153.901407,5.497630331753554,120.0,0.3133851073549566,0.017816354499771585,0.488807674737323,0.511192325262677,0.29191411603471906,0.05481955230698949,511539014071,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9014.07, Prince William County, Virginia",511539014072,2031,48,0,79,14,0,0,0,17,0,17,1332,575,699,348,9,0,0,0,0,0,0,0,77,46,16,0,46,0,0,0,0,0,17,0,0,0,0,0,51,153,901407,2,141,34,757,351,1108,211,153.901407,5.497630331753554,112.0,0.06942392909896603,0.01674052191038897,0.5455440669620877,0.34416543574593794,0.10388970950270802,0.055145248645987195,511539014072,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9014.09, Prince William County, Virginia",511539014091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,1,0,0,0,0,0,0,153.901409,4.424173318129989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511539014091,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9014.09, Prince William County, Virginia",511539014092,3130,0,0,0,0,10,27,9,0,19,3,2491,1627,639,144,0,0,0,0,0,0,0,0,82,0,0,0,19,0,26,0,0,0,0,0,0,0,10,10,51,153,901409,2,0,68,864,495,1359,147,153.901409,4.424173318129989,138.0,0.0,0.021725239616613417,0.434185303514377,0.20415335463258785,0.04696485623003195,0.044089456869009586,511539014092,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9014.09, Prince William County, Virginia",511539014093,14,0,0,14,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,3,14,14,14,0,14,0,153.901409,4.424173318129989,1.0,1.0,1.0,1.0,0.0,0.0,0.07142857142857142,511539014093,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9014.09, Prince William County, Virginia",511539014094,1141,0,0,0,0,0,0,0,0,24,0,1098,494,43,43,0,0,0,0,0,0,0,0,24,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,4,0,24,604,0,604,43,153.901409,4.424173318129989,50.0,0.0,0.021034180543382998,0.5293602103418055,0.03768624014022787,0.03768624014022787,0.04382120946538125,511539014094,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 5, Census Tract 9014.09, Prince William County, Virginia",511539014095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,5,0,0,0,0,0,0,153.901409,4.424173318129989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511539014095,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 6, Census Tract 9014.09, Prince William County, Virginia",511539014096,1939,109,38,1,1,0,0,0,0,35,0,1904,803,35,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,6,149,35,1101,35,1136,139,153.901409,4.424173318129989,86.0,0.07684373388344508,0.018050541516245487,0.5858690046415678,0.018050541516245487,0.07168643630737494,0.0443527591542032,511539014096,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 7, Census Tract 9014.09, Prince William County, Virginia",511539014097,2353,97,0,0,208,21,0,0,0,0,0,1853,860,500,272,0,0,0,0,0,0,0,0,48,0,0,0,33,0,0,0,0,0,22,0,0,0,0,0,51,153,901409,7,305,21,993,228,1221,103,153.901409,4.424173318129989,104.0,0.1296217594560136,0.008924776880577986,0.5189120271993201,0.21249468763280918,0.04377390565235869,0.04419889502762431,511539014097,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 8, Census Tract 9014.09, Prince William County, Virginia",511539014098,193,9,9,0,0,0,0,0,0,0,0,184,54,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901409,8,18,0,130,0,130,0,153.901409,4.424173318129989,9.0,0.09326424870466321,0.0,0.6735751295336787,0.046632124352331605,0.0,0.046632124352331605,511539014098,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9014.11, Prince William County, Virginia",511539014111,1558,51,0,0,0,14,6,6,19,14,0,1459,755,99,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,13,0,0,0,51,153,901411,1,51,59,704,99,803,26,153.901411,9.25533648362392,144.0,0.03273427471116817,0.037869062901155326,0.5154043645699615,0.06354300385109114,0.01668806161745828,0.09242618741976893,511539014111,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9014.11, Prince William County, Virginia",511539014112,477,0,0,0,78,0,0,11,8,10,10,477,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901411,2,78,39,33,0,33,0,153.901411,9.25533648362392,44.0,0.16352201257861634,0.08176100628930817,0.06918238993710692,0.0,0.0,0.09224318658280922,511539014112,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 3, Census Tract 9014.11, Prince William County, Virginia",511539014113,2573,43,0,0,0,4,15,0,32,0,12,2180,1412,393,93,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,51,153,901411,3,43,63,768,300,1068,26,153.901411,9.25533648362392,238.0,0.01671200932763311,0.024485036921881073,0.41507967353284103,0.1527399922269724,0.010104935872522347,0.09249902837155072,511539014113,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 4, Census Tract 9014.11, Prince William County, Virginia",511539014114,1529,18,42,12,16,9,18,16,23,60,0,1346,987,183,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901411,4,88,126,359,10,369,0,153.901411,9.25533648362392,142.0,0.05755395683453238,0.08240680183126227,0.24133420536298233,0.1196860693263571,0.0,0.09287115761935906,511539014114,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 1, Census Tract 9014.12, Prince William County, Virginia",511539014121,1832,0,51,0,0,40,0,0,27,0,0,1710,1279,122,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,51,153,901412,1,51,67,431,44,475,26,153.901412,5.5273106505018905,101.0,0.027838427947598252,0.03657205240174673,0.25927947598253276,0.0665938864628821,0.014192139737991267,0.055131004366812224,511539014121,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
"Block Group 2, Census Tract 9014.12, Prince William County, Virginia",511539014122,3598,53,33,69,0,15,0,0,0,0,33,3159,2353,439,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,901412,2,155,48,806,426,1232,0,153.901412,5.5273106505018905,199.0,0.04307948860478043,0.013340744858254585,0.3424124513618677,0.12201222901612006,0.0,0.055308504724847135,511539014122,Northern Virginia Region,1,511367899204.78284,0.0977601879972268,0.04964050455011567,0.3932568730486741,0.16566519385652365,0.04562797675655708,0.07167454304997493
