NAME,GEO_ID,B01003_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,B01001_023E,B01001_024E,B01001_025E,B01001_047E,B01001_048E,B01001_049E,B03002_002E,B03002_003E,B03002_012E,B03002_013E,B16004_007E,B16004_008E,B16004_012E,B16004_013E,B16004_017E,B16004_018E,B16004_022E,B16004_023E,B16004_029E,B16004_030E,B16004_034E,B16004_035E,B16004_039E,B16004_040E,B16004_044E,B16004_045E,B16004_051E,B16004_052E,B16004_056E,B16004_057E,B16004_061E,B16004_062E,B16004_066E,B16004_067E,state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well
"Block Group 2, Census Tract 5002.01, Powhatan County, Virginia",511455002012,2533,65,18,0,0,117,19,8,138,0,46,2465,2458,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500201,2,83,328,7,54,61,0
"Block Group 3, Census Tract 5002.01, Powhatan County, Virginia",511455002013,2525,67,80,0,124,45,46,0,65,0,16,2525,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500201,3,271,172,496,0,496,0
"Block Group 1, Census Tract 5002.02, Powhatan County, Virginia",511455002021,2318,182,0,1,0,19,47,77,16,86,0,2256,2151,62,56,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,145,500202,1,183,245,105,6,111,6
"Block Group 2, Census Tract 5002.02, Powhatan County, Virginia",511455002022,1392,0,33,26,0,0,28,0,30,0,14,1372,1228,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500202,2,59,72,144,20,164,0
"Block Group 1, Census Tract 5003, Powhatan County, Virginia",511455003001,2395,9,11,0,50,23,6,0,5,0,8,2207,963,188,61,0,0,0,0,0,0,0,0,3,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,51,145,500300,1,70,42,1244,127,1371,39
"Block Group 1, Census Tract 5004, Powhatan County, Virginia",511455004001,2170,0,249,10,97,57,0,0,20,0,13,2134,1677,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500400,1,356,90,457,21,478,0
"Block Group 2, Census Tract 5004, Powhatan County, Virginia",511455004002,862,0,56,38,106,0,0,0,0,0,0,862,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500400,2,200,0,38,0,38,0
"Block Group 3, Census Tract 5004, Powhatan County, Virginia",511455004003,2222,159,0,0,78,15,0,0,0,21,23,2029,1891,193,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,145,500400,3,237,59,138,85,223,0
"Block Group 1, Census Tract 9301.01, Prince Edward County, Virginia",511479301011,859,124,24,29,75,6,11,0,0,0,0,845,329,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930101,1,252,17,516,14,530,0
"Block Group 2, Census Tract 9301.01, Prince Edward County, Virginia",511479301012,2021,294,165,199,9,35,13,16,56,35,44,1964,1075,57,9,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930101,2,667,199,889,48,937,35
"Block Group 1, Census Tract 9301.02, Prince Edward County, Virginia",511479301021,1143,118,73,12,67,36,0,0,28,35,0,1086,649,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930102,1,270,99,437,27,464,0
"Block Group 2, Census Tract 9301.02, Prince Edward County, Virginia",511479301022,843,138,60,0,54,0,0,19,0,0,0,843,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930102,2,252,19,50,0,50,0
"Block Group 3, Census Tract 9301.02, Prince Edward County, Virginia",511479301023,1144,61,72,60,49,8,0,0,0,12,18,1144,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930102,3,242,38,437,0,437,0
"Block Group 1, Census Tract 9302.02, Prince Edward County, Virginia",511479302021,1296,166,90,16,46,41,28,0,0,86,5,1287,868,9,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930202,1,318,160,419,0,419,16
"Block Group 2, Census Tract 9302.02, Prince Edward County, Virginia",511479302022,1325,50,336,0,44,47,3,0,6,24,0,1322,769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930202,2,430,80,553,3,556,0
"Block Group 3, Census Tract 9302.02, Prince Edward County, Virginia",511479302023,1080,108,152,72,61,6,0,22,35,0,10,1058,525,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930202,3,393,73,533,3,536,0
"Block Group 1, Census Tract 9302.04, Prince Edward County, Virginia",511479302041,1362,75,124,0,9,22,17,12,54,78,0,1362,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930204,1,208,183,263,0,263,0
"Block Group 2, Census Tract 9302.04, Prince Edward County, Virginia",511479302042,1410,0,0,0,0,0,0,0,0,0,0,1371,1127,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930204,2,0,0,244,14,258,0
"Block Group 3, Census Tract 9302.04, Prince Edward County, Virginia",511479302043,1279,99,123,0,0,0,0,8,9,0,0,905,627,374,251,0,0,0,0,0,0,0,0,223,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930204,3,222,17,278,123,401,259
"Block Group 4, Census Tract 9302.04, Prince Edward County, Virginia",511479302044,1230,73,16,71,49,10,9,42,41,19,175,1202,572,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930204,4,209,296,630,15,645,0
"Block Group 1, Census Tract 9303.01, Prince Edward County, Virginia",511479303011,1986,373,438,3,213,0,40,27,0,28,1,1986,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930301,1,1027,96,1083,0,1083,0
"Block Group 2, Census Tract 9303.01, Prince Edward County, Virginia",511479303012,1501,31,172,15,24,0,0,0,23,0,0,1485,837,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930301,2,242,23,648,0,648,19
"Block Group 1, Census Tract 9303.02, Prince Edward County, Virginia",511479303021,612,66,25,0,20,0,0,11,0,11,47,606,368,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930302,1,111,69,238,0,238,0
"Block Group 2, Census Tract 9303.02, Prince Edward County, Virginia",511479303022,1897,9,0,0,96,30,0,0,8,0,9,1808,1383,89,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930302,2,105,47,425,77,502,21
"Block Group 3, Census Tract 9303.02, Prince Edward County, Virginia",511479303023,899,30,169,8,0,30,47,0,42,0,19,894,673,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,930302,3,207,138,221,5,226,0
"Block Group 1, Census Tract 8501, Prince George County, Virginia",511498501001,4080,0,0,0,0,0,0,0,0,0,0,3781,1591,299,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850100,1,0,0,2190,98,2288,0
"Block Group 2, Census Tract 8501, Prince George County, Virginia",511498501002,575,39,50,29,69,15,19,0,1,17,0,533,432,42,38,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850100,2,187,52,101,4,105,17
"Block Group 1, Census Tract 8502, Prince George County, Virginia",511498502001,379,24,4,43,0,0,0,0,26,0,0,309,67,70,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,51,149,850200,1,71,26,242,33,275,6
"Block Group 2, Census Tract 8502, Prince George County, Virginia",511498502002,867,30,68,0,0,0,19,0,0,0,0,752,408,115,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850200,2,98,19,344,91,435,0
"Block Group 3, Census Tract 8502, Prince George County, Virginia",511498502003,3623,47,0,337,128,0,0,0,0,0,0,2905,1163,718,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850200,3,512,0,1742,582,2324,0
"Block Group 4, Census Tract 8502, Prince George County, Virginia",511498502004,787,7,0,22,107,0,0,0,0,0,0,593,309,194,39,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850200,4,136,0,284,155,439,25
"Block Group 5, Census Tract 8502, Prince George County, Virginia",511498502005,910,63,0,0,44,0,0,0,0,0,0,719,247,191,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850200,5,107,0,472,0,472,0
"Block Group 1, Census Tract 8503.01, Prince George County, Virginia",511498503011,648,0,42,0,174,0,51,0,36,21,0,538,520,110,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850301,1,216,108,18,36,54,0
"Block Group 2, Census Tract 8503.01, Prince George County, Virginia",511498503012,3555,638,403,427,599,0,0,0,0,32,0,3335,1560,220,79,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850301,2,2067,32,1775,141,1916,19
"Block Group 3, Census Tract 8503.01, Prince George County, Virginia",511498503013,719,0,0,218,0,12,22,0,7,0,0,645,406,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850301,3,218,41,239,5,244,0
"Block Group 4, Census Tract 8503.01, Prince George County, Virginia",511498503014,3472,0,167,0,105,18,27,0,39,48,0,3104,1263,368,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850301,4,272,132,1841,292,2133,0
"Block Group 1, Census Tract 8503.02, Prince George County, Virginia",511498503021,2503,184,149,19,0,63,33,77,22,13,41,2190,1413,313,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850302,1,352,249,777,106,883,0
"Block Group 2, Census Tract 8503.02, Prince George County, Virginia",511498503022,2655,65,218,62,76,11,16,36,20,23,14,2399,1658,256,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850302,2,421,120,741,201,942,0
"Block Group 1, Census Tract 8504, Prince George County, Virginia",511498504001,933,0,0,0,35,50,19,0,23,21,61,920,802,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850400,1,35,174,118,0,118,0
"Block Group 2, Census Tract 8504, Prince George County, Virginia",511498504002,1059,82,0,0,0,0,0,0,71,22,0,1059,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850400,2,82,93,145,0,145,0
"Block Group 3, Census Tract 8504, Prince George County, Virginia",511498504003,928,17,60,62,0,169,18,0,77,0,0,913,812,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850400,3,139,264,101,15,116,0
"Block Group 4, Census Tract 8504, Prince George County, Virginia",511498504004,1730,17,74,167,0,23,0,0,20,48,0,1641,924,89,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850400,4,258,91,717,35,752,0
"Block Group 1, Census Tract 8505.01, Prince George County, Virginia",511498505011,2639,288,68,0,33,17,27,0,108,16,63,2542,1541,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850501,1,389,231,1001,97,1098,0
"Block Group 2, Census Tract 8505.01, Prince George County, Virginia",511498505012,1080,20,0,0,28,14,14,14,16,17,47,981,676,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850501,2,48,122,305,0,305,0
"Block Group 3, Census Tract 8505.01, Prince George County, Virginia",511498505013,2904,11,36,22,0,0,0,74,36,82,84,2721,2219,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850501,3,69,276,502,183,685,0
"Block Group 1, Census Tract 8505.02, Prince George County, Virginia",511498505021,1991,0,0,0,390,33,40,6,0,54,0,1903,1384,88,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,850502,1,390,133,519,40,559,0
"Block Group 2, Census Tract 8505.02, Prince George County, Virginia",511498505022,3257,487,42,345,42,35,0,9,26,14,27,3152,1932,105,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,149,850502,2,916,111,1220,75,1295,2
"Block Group 3, Census Tract 8505.02, Prince George County, Virginia",511498505023,876,62,0,97,0,0,11,9,12,0,8,876,590,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,18,0,0,0,51,149,850502,3,159,40,286,0,286,40
"Block Group 1, Census Tract 9001, Prince William County, Virginia",511539001001,994,21,30,0,0,47,9,0,0,25,10,944,502,50,36,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,51,153,900100,1,51,91,442,14,456,23
"Block Group 2, Census Tract 9001, Prince William County, Virginia",511539001002,1564,28,26,0,0,20,30,10,39,49,20,1273,932,291,172,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900100,2,54,168,341,119,460,9
"Block Group 3, Census Tract 9001, Prince William County, Virginia",511539001003,909,0,0,21,0,6,9,26,15,0,7,673,357,236,173,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,40,0,0,0,21,0,0,0,51,153,900100,3,21,63,316,63,379,75
"Block Group 1, Census Tract 9002.01, Prince William County, Virginia",511539002011,365,152,0,0,16,0,0,0,0,0,0,188,147,177,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900201,1,168,0,41,73,114,0
"Block Group 2, Census Tract 9002.01, Prince William County, Virginia",511539002012,1973,35,64,100,40,12,7,0,9,7,0,1207,402,766,385,8,0,0,0,0,0,0,0,96,14,0,0,6,7,0,0,14,0,0,0,0,0,0,0,51,153,900201,2,239,35,805,381,1186,145
"Block Group 1, Census Tract 9002.02, Prince William County, Virginia",511539002021,343,19,7,0,0,0,0,0,0,6,7,291,182,52,2,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,153,900202,1,26,13,109,50,159,30
"Block Group 2, Census Tract 9002.02, Prince William County, Virginia",511539002022,2617,16,13,0,20,6,28,11,0,0,6,1053,629,1564,305,0,0,0,0,0,0,0,0,308,19,0,0,0,0,0,0,52,0,0,0,0,0,0,0,51,153,900202,2,49,51,424,1259,1683,379
"Block Group 3, Census Tract 9002.02, Prince William County, Virginia",511539002023,1311,6,43,0,0,0,0,0,41,0,6,527,483,784,21,0,6,0,0,0,0,0,0,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900202,3,49,47,44,763,807,85
"Block Group 1, Census Tract 9002.03, Prince William County, Virginia",511539002031,2140,65,87,136,0,0,0,0,0,0,0,1676,146,464,137,0,0,0,0,0,0,0,0,110,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900203,1,288,0,1530,327,1857,178
"Block Group 2, Census Tract 9002.03, Prince William County, Virginia",511539002032,684,0,152,9,59,7,0,0,6,0,6,480,6,204,0,8,0,0,0,0,0,0,0,58,0,16,0,0,0,0,0,0,4,0,0,8,0,0,0,51,153,900203,2,220,19,474,204,678,94
"Block Group 3, Census Tract 9002.03, Prince William County, Virginia",511539002033,1755,122,100,131,269,0,0,0,0,0,0,1015,423,740,160,0,0,0,0,0,0,0,0,87,65,42,31,0,6,0,0,0,0,0,0,6,0,0,0,51,153,900203,3,622,0,592,580,1172,237
"Block Group 1, Census Tract 9003.01, Prince William County, Virginia",511539003011,1979,46,333,0,6,4,0,7,2,13,0,1621,1103,358,320,0,0,0,0,0,0,35,0,8,157,8,0,0,0,0,0,0,0,0,0,0,15,0,0,51,153,900301,1,385,26,518,38,556,223
"Block Group 2, Census Tract 9003.01, Prince William County, Virginia",511539003012,1463,3,171,57,61,10,0,7,0,0,16,1220,432,243,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900301,2,292,33,788,125,913,0
"Block Group 1, Census Tract 9003.02, Prince William County, Virginia",511539003021,1623,0,33,29,115,26,0,0,0,0,0,1231,467,392,221,0,0,0,0,0,0,0,0,76,0,43,32,26,0,0,0,0,0,33,0,0,0,0,0,51,153,900302,1,177,26,764,171,935,210
"Block Group 2, Census Tract 9003.02, Prince William County, Virginia",511539003022,685,60,384,0,10,5,0,0,43,5,0,398,197,287,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900302,2,454,53,201,287,488,90
"Block Group 3, Census Tract 9003.02, Prince William County, Virginia",511539003023,1837,0,150,0,13,20,0,0,0,0,0,1230,470,607,242,0,0,0,0,0,0,0,0,29,0,0,0,24,0,0,0,23,0,0,0,10,0,0,0,51,153,900302,3,163,20,760,365,1125,86
"Block Group 4, Census Tract 9003.02, Prince William County, Virginia",511539003024,961,0,0,162,0,0,0,0,0,0,0,961,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900302,4,162,0,448,0,448,0
"Block Group 1, Census Tract 9004.03, Prince William County, Virginia",511539004031,1423,0,49,249,12,0,0,7,0,0,7,622,414,801,734,0,0,0,0,0,0,0,0,115,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900403,1,310,14,208,67,275,207
"Block Group 2, Census Tract 9004.03, Prince William County, Virginia",511539004032,854,18,23,11,0,6,0,0,0,22,0,545,217,309,34,0,0,0,0,0,0,0,0,1,70,0,0,15,0,10,0,0,0,0,0,0,0,0,0,51,153,900403,2,52,28,328,275,603,96
"Block Group 3, Census Tract 9004.03, Prince William County, Virginia",511539004033,2275,347,246,54,5,7,8,7,11,7,0,1172,449,1103,602,0,0,0,0,0,0,0,0,77,25,0,0,6,0,0,0,0,5,0,0,0,0,0,0,51,153,900403,3,652,40,723,501,1224,113
"Block Group 4, Census Tract 9004.03, Prince William County, Virginia",511539004034,1617,54,22,24,8,37,14,0,81,45,29,1491,475,126,9,0,0,0,0,0,0,0,0,0,0,42,0,0,0,16,0,0,40,20,0,0,0,7,0,51,153,900403,4,108,206,1016,117,1133,125
"Block Group 5, Census Tract 9004.03, Prince William County, Virginia",511539004035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900403,5,0,0,0,0,0,0
"Block Group 6, Census Tract 9004.03, Prince William County, Virginia",511539004036,26,9,9,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900403,6,18,0,17,0,17,0
"Block Group 1, Census Tract 9004.04, Prince William County, Virginia",511539004041,2059,48,2,1,138,20,19,0,23,48,0,897,484,1162,399,0,0,0,0,0,0,0,0,78,148,0,0,15,0,0,0,0,14,0,0,18,0,5,0,51,153,900404,1,189,110,413,763,1176,278
"Block Group 2, Census Tract 9004.04, Prince William County, Virginia",511539004042,2722,46,0,141,529,0,10,0,9,9,0,1195,248,1527,853,0,0,0,0,0,0,0,0,146,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,51,153,900404,2,716,28,947,674,1621,182
"Block Group 3, Census Tract 9004.04, Prince William County, Virginia",511539004043,871,18,233,0,0,9,10,0,44,0,0,400,128,471,83,0,0,0,0,0,0,0,0,98,0,0,0,10,0,21,0,32,0,0,0,0,0,0,26,51,153,900404,3,251,63,272,388,660,187
"Block Group 1, Census Tract 9004.07, Prince William County, Virginia",511539004071,1591,0,0,0,101,11,22,0,12,0,0,542,282,1049,597,0,0,0,0,0,0,0,0,172,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900407,1,101,45,260,452,712,223
"Block Group 2, Census Tract 9004.07, Prince William County, Virginia",511539004072,1755,92,291,95,54,44,0,0,0,36,34,1437,416,318,133,0,0,0,0,0,0,0,0,0,0,76,0,0,0,13,0,0,0,0,0,0,0,0,0,51,153,900407,2,532,114,1021,185,1206,89
"Block Group 3, Census Tract 9004.07, Prince William County, Virginia",511539004073,1785,137,0,17,40,15,23,0,25,0,0,1250,732,535,44,0,0,0,0,0,0,0,0,0,0,27,0,20,0,0,0,0,0,0,0,0,0,0,0,51,153,900407,3,194,63,518,491,1009,47
"Block Group 4, Census Tract 9004.07, Prince William County, Virginia",511539004074,1694,76,115,105,63,0,0,0,19,0,0,1341,145,353,100,15,0,0,0,0,0,16,0,6,0,13,0,56,0,24,0,0,0,0,0,0,0,0,0,51,153,900407,4,359,19,1196,253,1449,130
"Block Group 1, Census Tract 9004.08, Prince William County, Virginia",511539004081,1206,0,0,29,0,0,0,16,43,0,17,1026,692,180,81,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900408,1,29,76,334,99,433,8
"Block Group 2, Census Tract 9004.08, Prince William County, Virginia",511539004082,1684,0,25,0,32,0,0,0,0,0,0,812,122,872,132,69,0,0,0,0,0,0,0,104,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,51,153,900408,2,57,0,690,740,1430,199
"Block Group 3, Census Tract 9004.08, Prince William County, Virginia",511539004083,2607,134,83,77,10,15,0,0,29,0,0,2245,1139,362,163,0,0,0,0,0,0,0,0,9,0,6,18,0,0,0,0,0,0,0,0,7,0,0,0,51,153,900408,3,304,44,1106,199,1305,40
"Block Group 1, Census Tract 9004.09, Prince William County, Virginia",511539004091,1132,93,28,0,0,10,0,10,21,89,10,570,310,562,329,0,0,0,0,0,0,0,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900409,1,121,140,260,233,493,63
"Block Group 2, Census Tract 9004.09, Prince William County, Virginia",511539004092,2352,42,0,72,25,11,10,19,40,8,10,1275,358,1077,859,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,51,153,900409,2,139,98,917,218,1135,127
"Block Group 3, Census Tract 9004.09, Prince William County, Virginia",511539004093,1686,101,91,145,0,0,0,0,27,0,0,1113,249,573,271,0,0,0,0,0,0,0,0,120,14,26,0,0,0,0,0,12,0,0,0,0,0,0,0,51,153,900409,3,337,27,864,302,1166,172
"Block Group 1, Census Tract 9004.10, Prince William County, Virginia",511539004101,2670,105,39,75,0,2,0,6,0,0,6,2435,82,235,27,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,51,153,900410,1,219,14,2353,208,2561,20
"Block Group 2, Census Tract 9004.10, Prince William County, Virginia",511539004102,889,29,0,81,0,9,0,0,0,0,0,516,135,373,92,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,51,153,900410,2,110,9,381,281,662,29
"Block Group 3, Census Tract 9004.10, Prince William County, Virginia",511539004103,2116,19,94,90,122,0,0,0,0,0,0,1966,431,150,106,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900410,3,325,0,1535,44,1579,25
"Block Group 1, Census Tract 9005.02, Prince William County, Virginia",511539005021,492,0,24,0,0,0,17,0,32,0,0,369,263,123,40,0,0,0,10,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900502,1,24,49,106,83,189,32
"Block Group 2, Census Tract 9005.02, Prince William County, Virginia",511539005022,1384,19,0,0,0,0,0,0,0,0,0,1025,323,359,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900502,2,19,0,702,331,1033,9
"Block Group 3, Census Tract 9005.02, Prince William County, Virginia",511539005023,1627,0,0,30,0,8,6,0,22,5,14,1445,553,182,45,0,0,0,0,0,0,0,0,11,0,22,0,7,0,0,0,0,0,0,0,0,3,0,0,51,153,900502,3,30,55,892,137,1029,43
"Block Group 4, Census Tract 9005.02, Prince William County, Virginia",511539005024,1617,18,53,36,0,0,0,0,0,0,0,1472,408,145,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,153,900502,4,107,0,1064,89,1153,2
"Block Group 1, Census Tract 9005.03, Prince William County, Virginia",511539005031,2620,41,0,17,273,0,0,0,0,0,0,1358,389,1262,728,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900503,1,331,0,969,534,1503,343
"Block Group 2, Census Tract 9005.03, Prince William County, Virginia",511539005032,1148,0,124,0,147,0,0,0,39,0,7,577,179,571,521,0,0,0,0,0,0,0,0,114,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900503,2,271,46,398,50,448,133
"Block Group 1, Census Tract 9005.04, Prince William County, Virginia",511539005041,3356,54,395,17,1005,32,0,41,27,29,34,745,391,2611,1015,99,0,0,0,0,0,0,0,253,39,0,0,0,0,0,0,0,70,0,0,0,0,0,0,51,153,900504,1,1471,163,354,1596,1950,461
"Block Group 2, Census Tract 9005.04, Prince William County, Virginia",511539005042,978,0,0,227,0,12,0,0,14,0,0,265,129,713,546,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,51,153,900504,2,227,26,136,167,303,50
"Block Group 3, Census Tract 9005.04, Prince William County, Virginia",511539005043,1132,179,0,0,79,0,0,0,0,0,14,137,91,995,342,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,51,153,900504,3,258,14,46,653,699,258
"Block Group 1, Census Tract 9006.01, Prince William County, Virginia",511539006011,1566,192,196,0,0,0,0,1,1,0,0,491,93,1075,944,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153,900601,1,388,2,398,131,529,121
"Block Group 2, Census Tract 9006.01, Prince William County, Virginia",511539006012,1959,76,35,294,760,0,25,0,0,9,7,1683,576,276,42,0,0,0,0,0,0,0,0,42,0,0,134,0,0,0,0,0,0,127,13,0,0,0,0,51,153,900601,2,1165,41,1107,234,1341,316
"Block Group 1, Census Tract 9006.02, Prince William County, Virginia",511539006021,1201,93,0,120,127,9,0,0,0,21,0,414,147,787,127,0,0,0,0,0,0,0,0,220,0,31,0,0,0,0,0,0,0,22,0,16,0,0,0,51,153,900602,1,340,30,267,660,927,289
"Block Group 2, Census Tract 9006.02, Prince William County, Virginia",511539006022,1460,206,44,0,365,0,0,0,0,22,0,994,385,466,352,0,0,0,0,0,0,0,0,37,0,0,0,0,0,51,0,0,0,0,0,0,0,0,61,51,153,900602,2,615,22,609,114,723,149
